0,39.34,-94.22405,0,920,0
90,39.34,-94.22405,0,920,0
114,39.34,-94.22405,0,920,0
144,39.34,-94.22405,0,920,0
170,39.34,-94.22405,0,920,0
198,39.34,-94.22405,0,920,1
217,39.34,-94.22405,0,920,1
239,39.34,-94.22405,0,920,1
258,39.34,-94.22405,0,840,1
293,39.34,-94.22405,0,840,1
318,39.34,-94.22405,0,840,1
342,39.34,-94.22405,0,840,1
366,39.34,-94.22405,0,840,1
386,39.34,-94.22405,0,840,1
404,39.34,-94.22405,0,840,1
422,39.34,-94.22405,0,840,1
438,39.34,-94.22405,0,840,1
454,39.34,-94.22405,0,840,1
470,39.34,-94.22405,0,840,1
486,39.34,-94.22405,0,840,1
503,39.34,-94.22405,0,840,1
522,39.34,-94.22405,0,840,1
537,39.34,-94.22405,0,840,1
554,39.34,-94.22405,0,840,1
570,39.34,-94.22405,0,840,1
587,39.34,-94.22405,0,840,1
604,39.34,-94.22405,0,840,1
622,39.34,-94.22405,0,840,1
638,39.34,-94.22405,0,840,1
654,39.34,-94.22405,0,840,1
670,39.34,-94.22405,0,840,1
687,39.34,-94.22405,0,840,1
700,39.34,-94.22405,0,840,1
708,39.356337,-94.231228,0,840,1
726,39.356337,-94.231228,0,840,1
742,39.356337,-94.231228,0,840,1
758,39.356337,-94.231228,0,840,1
774,39.356337,-94.231228,0,840,1
792,39.356337,-94.231228,0,840,1
809,39.356337,-94.231228,0,840,1
826,39.356337,-94.231228,0,840,1
842,39.356337,-94.231228,0,840,1
860,39.356337,-94.231228,0,840,1
877,39.356337,-94.231228,0,840,1
894,39.356337,-94.231228,0,840,1
912,39.356337,-94.231228,0,840,1
930,39.356337,-94.231228,0,840,1
946,39.356337,-94.231228,0,840,1
965,39.356337,-94.231228,0,840,1
982,39.356337,-94.231228,0,840,1
1001,39.356337,-94.231228,0,840,1
1019,39.356337,-94.231228,0,840,1
1038,39.356337,-94.231228,0,840,1
1054,39.356337,-94.231228,0,840,1
1072,39.356337,-94.231228,0,840,1
1090,39.356337,-94.231228,0,840,1
1108,39.356337,-94.231228,0,840,1
1126,39.356337,-94.231228,0,840,1
1142,39.356337,-94.231228,0,840,1
1159,39.356337,-94.231228,0,840,1
1176,39.356337,-94.231228,0,840,1
1194,39.356337,-94.231228,0,840,1
1210,39.356337,-94.231228,0,840,1
1228,39.356337,-94.231228,0,840,1
1245,39.356337,-94.231228,0,840,1
1262,39.356337,-94.231228,0,840,1
1281,39.356337,-94.231228,0,840,1
1297,39.356337,-94.231228,0,840,1
1314,39.356337,-94.231228,0,840,1
1331,39.356337,-94.231228,0,840,1
1349,39.356337,-94.231228,0,840,1
1366,39.356337,-94.231228,0,840,1
1398,39.356337,-94.231228,0,840,1
1422,39.356337,-94.231228,0,840,1
1448,39.356337,-94.231228,0,840,1
1472,39.356337,-94.231228,0,840,1
1497,39.356337,-94.231228,0,840,1
1521,39.356337,-94.231228,0,840,1
1544,39.356337,-94.231228,0,840,1
1568,39.356337,-94.231228,0,840,1
1591,39.356337,-94.231228,0,840,1
1616,39.356337,-94.231228,0,840,1
1641,39.356337,-94.231228,0,840,1
1666,39.356337,-94.231228,0,840,1
1686,39.356337,-94.231228,0,840,1
1701,39.356337,-94.231228,0,840,1
1714,39.356336,-94.231227,0,840,1
1738,39.356336,-94.231227,0,840,1
1761,39.356336,-94.231227,0,840,1
1782,39.356336,-94.231227,0,840,1
1804,39.356336,-94.231227,0,840,1
1829,39.356336,-94.231227,0,840,1
1854,39.356336,-94.231227,0,840,1
1878,39.356336,-94.231227,0,840,1
1905,39.356336,-94.231227,0,840,1
1932,39.356336,-94.231227,0,840,1
1954,39.356336,-94.231227,0,840,1
1974,39.356336,-94.231227,0,840,1
1998,39.356336,-94.231227,0,840,1
2024,39.356336,-94.231227,0,840,1
2050,39.356336,-94.231227,0,840,1
2073,39.356336,-94.231227,0,840,1
2098,39.356336,-94.231227,0,840,1
2121,39.356336,-94.231227,0,840,1
2146,39.356336,-94.231227,0,840,1
2170,39.356336,-94.231227,0,840,1
2193,39.356336,-94.231227,0,840,1
2218,39.356336,-94.231227,0,840,1
2242,39.356336,-94.231227,0,840,1
2266,39.356336,-94.231227,0,840,1
2290,39.356336,-94.231227,0,840,1
2314,39.356336,-94.231227,0,840,1
2337,39.356336,-94.231227,0,840,1
2360,39.356336,-94.231227,0,840,1
2386,39.356336,-94.231227,0,840,1
2412,39.356336,-94.231227,0,840,1
2438,39.356336,-94.231227,0,840,1
2461,39.356336,-94.231227,0,840,1
2486,39.356336,-94.231227,0,840,1
2513,39.356336,-94.231227,0,840,1
2538,39.356336,-94.231227,0,840,1
2562,39.356336,-94.231227,0,840,1
2586,39.356336,-94.231227,0,840,1
2614,39.356336,-94.231227,0,840,1
2638,39.356336,-94.231227,0,840,1
2664,39.356336,-94.231227,0,840,1
2683,39.356336,-94.231227,0,840,1
2701,39.356336,-94.231228,0,840,1
2726,39.356336,-94.231228,0,840,1
2748,39.356336,-94.231228,0,840,1
2772,39.356336,-94.231228,0,840,1
2796,39.356336,-94.231228,0,840,1
2830,39.356336,-94.231228,0,840,1
2881,39.356336,-94.231228,0,840,1
2908,39.356336,-94.231228,0,840,1
2934,39.356336,-94.231228,0,840,1
2960,39.356336,-94.231228,0,840,1
2985,39.356336,-94.231228,0,840,1
3012,39.356336,-94.231228,0,840,1
3034,39.356336,-94.231228,0,840,1
3056,39.356336,-94.231228,0,840,1
3080,39.356336,-94.231228,0,840,1
3105,39.356336,-94.231228,0,840,1
3128,39.356336,-94.231228,0,840,1
3153,39.356336,-94.231228,0,840,1
3177,39.356336,-94.231228,0,840,1
3202,39.356336,-94.231228,0,840,1
3226,39.356336,-94.231228,0,840,1
3252,39.356336,-94.231228,0,840,1
3276,39.356336,-94.231228,0,840,1
3298,39.356336,-94.231228,0,840,1
3321,39.356336,-94.231228,0,840,1
3342,39.356336,-94.231228,0,840,1
3365,39.356336,-94.231228,0,840,1
3389,39.356336,-94.231228,0,840,1
3412,39.356336,-94.231228,0,840,1
3436,39.356336,-94.231228,0,840,1
3458,39.356336,-94.231228,0,840,1
3480,39.356336,-94.231228,0,840,1
3504,39.356336,-94.231228,0,840,1
3526,39.356336,-94.231228,0,840,1
3548,39.356336,-94.231228,0,840,1
3570,39.356336,-94.231228,0,840,1
3592,39.356336,-94.231228,0,840,1
3614,39.356336,-94.231228,0,840,1
3637,39.356336,-94.231228,0,840,1
3662,39.356336,-94.231228,0,840,1
3686,39.356336,-94.231228,0,840,1
3707,39.356336,-94.231227,0,840,1
3738,39.356336,-94.231227,0,840,1
3765,39.356336,-94.231227,0,840,1
3790,39.356336,-94.231227,0,840,1
3813,39.356336,-94.231227,0,840,1
3834,39.356336,-94.231227,0,840,1
3857,39.356336,-94.231227,0,840,1
3878,39.356336,-94.231227,0,840,1
3900,39.356336,-94.231227,0,840,1
3924,39.356336,-94.231227,0,840,1
3946,39.356336,-94.231227,0,840,1
3966,39.356336,-94.231227,0,840,1
3989,39.356336,-94.231227,0,840,1
4012,39.356336,-94.231227,0,840,1
4034,39.356336,-94.231227,0,840,1
4057,39.356336,-94.231227,0,840,1
4080,39.356336,-94.231227,0,840,1
4102,39.356336,-94.231227,0,840,1
4124,39.356336,-94.231227,0,840,1
4146,39.356336,-94.231227,0,840,1
4169,39.356336,-94.231227,0,840,1
4190,39.356336,-94.231227,0,840,1
4214,39.356336,-94.231227,0,840,1
4238,39.356336,-94.231227,0,840,1
4261,39.356336,-94.231227,0,840,1
4282,39.356336,-94.231227,0,840,1
4306,39.356336,-94.231227,0,840,1
4329,39.356336,-94.231227,0,840,1
4350,39.356336,-94.231227,0,840,1
4373,39.356336,-94.231227,0,840,1
4396,39.356336,-94.231227,0,840,1
4418,39.356336,-94.231227,0,840,1
4441,39.356336,-94.231227,0,840,1
4464,39.356336,-94.231227,0,840,1
4486,39.356336,-94.231227,0,840,1
4508,39.356336,-94.231227,0,840,1
4532,39.356336,-94.231227,0,840,1
4554,39.356336,-94.231227,0,840,1
4576,39.356336,-94.231227,0,840,1
4598,39.356336,-94.231227,0,840,1
4620,39.356336,-94.231227,0,840,1
4642,39.356336,-94.231227,0,840,1
4666,39.356336,-94.231227,0,840,1
4685,39.356336,-94.231227,0,840,1
4700,39.356336,-94.231225,0,840,1
4726,39.356336,-94.231225,0,840,1
4748,39.356336,-94.231225,0,840,1
4770,39.356336,-94.231225,0,840,1
4792,39.356336,-94.231225,0,840,1
4814,39.356336,-94.231225,0,840,1
4837,39.356336,-94.231225,0,840,1
4858,39.356336,-94.231225,0,840,1
4885,39.356336,-94.231225,0,840,1
4906,39.356336,-94.231225,0,840,1
4929,39.356336,-94.231225,0,840,1
4950,39.356336,-94.231225,0,840,1
4974,39.356336,-94.231225,0,840,1
4997,39.356336,-94.231225,0,840,1
5022,39.356336,-94.231225,0,840,1
5048,39.356336,-94.231225,0,840,1
5073,39.356336,-94.231225,0,840,1
5097,39.356336,-94.231225,0,840,1
5120,39.356336,-94.231225,0,840,1
5144,39.356336,-94.231225,0,840,1
5166,39.356336,-94.231225,0,840,1
5190,39.356336,-94.231225,0,840,1
5214,39.356336,-94.231225,0,840,1
5238,39.356336,-94.231225,0,840,1
5262,39.356336,-94.231225,0,840,1
5285,39.356336,-94.231225,0,840,1
5309,39.356336,-94.231225,0,840,1
5333,39.356336,-94.231225,0,840,1
5357,39.356336,-94.231225,0,840,1
5381,39.356336,-94.231225,0,840,1
5404,39.356336,-94.231225,0,840,1
5426,39.356336,-94.231225,0,840,1
5450,39.356336,-94.231225,0,840,1
5474,39.356336,-94.231225,0,840,1
5498,39.356336,-94.231225,0,840,1
5521,39.356336,-94.231225,0,840,1
5546,39.356336,-94.231225,0,840,1
5570,39.356336,-94.231225,0,840,1
5594,39.356336,-94.231225,0,840,1
5618,39.356336,-94.231225,0,840,1
5641,39.356336,-94.231225,0,840,1
5665,39.356336,-94.231225,0,840,1
5689,39.356336,-94.231225,0,840,1
5705,39.356336,-94.231225,0,840,1
5724,39.356336,-94.231224,0,840,1
5750,39.356336,-94.231224,0,840,1
5774,39.356336,-94.231224,0,840,1
5798,39.356336,-94.231224,0,840,1
5822,39.356336,-94.231224,0,840,1
5846,39.356336,-94.231224,0,840,1
5869,39.356336,-94.231224,0,840,1
5893,39.356336,-94.231224,0,840,1
5917,39.356336,-94.231224,0,840,1
