1000,146.5
1100,178.1
1200,207.6
1300,235
1400,260.5
1500,283.9
1600,305.2
1700,324.6
1800,341.9
1900,357.1
2000,370.4
2100,381.6
2200,390.7
2300,397.8
2400,402.9
2500,406
2600,407
2700,406.8
2800,406.3
2900,405.4
3000,404.2
3100,402.6
3200,400.7
3300,398.4
3400,395.7
3500,392.7
3600,389.4
3700,385.7
3800,381.7
3900,377.3
4000,372.5
4100,367.4
4200,362
4300,356.2
4400,350
4500,343.5
4600,336.3
4700,329.1
4800,322
4900,312.9
5000,301.7
5100,288.5
