41642.00081,1.17647,1909
41643.33381,.39216,1930
41644.59381,.39216,1928
41646.00881,.39216,1812
41647.28681,.39216,1753
41648.60081,.39216,1763
41649.93181,3.92157,1807
41651.18081,8.23529,1818
41652.50081,12.94118,1831
41653.84781,17.25490,1817
41655.21881,18.03922,1535
41656.42181,18.03922,794
41657.71481,15.29412,719
41658.98381,13.72549,668
41660.24881,13.72549,1198
41661.57681,14.11765,1392
41662.85881,14.50980,1529
41664.13681,14.90196,1548
41665.40381,14.90196,5338
41666.78081,10.98039,1323
41668.15181,.39216,824
41669.47581,.39216,782
41670.79581,.39216,765
41672.13081,4.70588,1217
41673.48281,8.23529,1221
41674.77681,10.19608,1238
41676.04381,10.19608,1260
41677.36981,9.41176,1437
41678.63381,6.27451,1614
41679.94581,.39216,1540
41681.20481,.00000,860
41682.54281,.00000,798
41683.80081,4.31373,782
41685.10081,4.31373,755
41686.45681,4.70588,728
41687.80481,4.70588,701
41689.10481,5.88235,689
41690.40581,10.19608,678
41691.68281,9.01961,682
41693.01481,.00000,652
41694.29381,.00000,633
41695.55981,.00000,592
41696.87181,.00000,660
41698.12581,.00000,659
41699.35681,.00000,1057
41700.63081,.00000,1335
41701.93981,.00000,1491
41703.21481,.00000,748
41704.47181,.00000,666
41705.73581,.00000,859
41707.03881,.00000,1403
41708.34581,.00000,1798
41709.60081,.00000,1831
41710.87581,3.92157,1984
41712.14781,6.27451,1878
41713.43481,6.66667,1673
41714.77081,.00000,742
41716.07981,.00000,717
41717.33481,.00000,686
41718.63781,7.05882,664
41719.91781,9.80392,644
41721.30181,13.72549,654
41722.64881,14.90196,640
41723.87381,15.29412,644
41725.18381,13.33333,631
41726.52781,.00000,631
41727.74981,.00000,640
41728.99781,.00000,635
41730.30081,.00000,640
41731.62081,.00000,649
41732.95881,.00000,1494
41734.27581,.00000,1688
41735.66981,.00000,1774
41737.02581,.00000,1904
41738.32581,.00000,2146
41739.70081,.00000,2163
41740.96081,.00000,2301
41742.23181,.00000,2382
41743.51281,.00000,2457
41744.76981,9.80392,2534
41746.08781,11.37255,2593
41747.37681,12.94118,2131
41748.62581,15.29412,2222
41749.96581,18.43137,1836
41751.25981,23.52941,2214
41752.52881,27.45098,2203
41753.73081,32.15686,1779
41755.00781,32.94118,1743
41756.27481,33.33333,1757
41757.60681,33.33333,1773
41758.92781,38.82353,1775
41760.19481,38.03922,1771
41761.44181,29.01961,1753
41762.67981,18.43137,1730
41763.96981,16.86275,1708
41765.25081,16.86275,1668
41766.53181,16.86275,1662
41767.80981,16.86275,1652
41769.11681,16.47059,1640
41770.40181,13.72549,1630
41771.64581,11.37255,1635
41772.92081,9.41176,1628
41774.26181,9.41176,1629
41775.51981,9.01961,1627
41776.83781,9.01961,1630
41778.10181,9.01961,1642
41779.36481,9.01961,1647
41780.59281,9.01961,1652
41781.88481,9.01961,1662
41783.20781,9.41176,1666
41784.47581,10.19608,1667
41785.80381,10.19608,1677
41787.11381,12.15686,1686
41788.44581,10.19608,1688
41789.81381,10.58824,1695
41791.18181,10.58824,1700
41792.48081,10.58824,1702
41793.80081,10.58824,1706
41795.09481,12.54902,1716
41796.36281,10.58824,1719
41797.57781,10.58824,1732
41798.95081,10.19608,1742
41800.18581,10.19608,1755
41801.51181,10.19608,1766
41802.85481,10.19608,1772
41804.09481,10.19608,1784
41805.36381,10.19608,1791
41806.71081,10.19608,1798
41808.11581,10.19608,1799
41809.43981,10.58824,1788
41810.70381,10.98039,1788
41812.02381,11.37255,1785
41813.36081,11.37255,1774
41814.58681,11.37255,1766
41815.88881,11.37255,1767
41817.17981,11.37255,1755
41818.46481,11.37255,1748
41819.73681,11.37255,1745
41820.97081,11.37255,1742
41822.27281,11.76471,1742
41823.58781,11.76471,1741
41824.86481,11.76471,1735
41826.16381,11.76471,1737
41827.39981,11.37255,1738
41828.62381,11.76471,1734
41829.94081,11.76471,1729
41831.23881,11.76471,1710
41832.54281,11.76471,1664
41833.80481,11.76471,1596
41835.09381,11.76471,1494
41836.38381,11.76471,1371
41837.63681,11.76471,1216
41838.91381,14.11765,862
41840.20981,11.37255,747
41841.49581,10.98039,673
41842.76881,10.19608,647
41844.03481,9.01961,639
41845.31981,.00000,638
41846.63281,.00000,638
41847.85481,.00000,622
41849.12881,.00000,635
41850.44681,.00000,639
41851.72481,.00000,624
41853.01181,.00000,641
41854.25081,.00000,646
41855.53381,.00000,655
41856.80881,.00000,654
41858.11881,.00000,1418
41859.48081,.00000,1624
41860.82781,.00000,1768
41862.12381,.00000,1640
41863.57781,.00000,1604
41864.81681,.00000,1523
41866.16081,.00000,1294
41867.47481,.00000,1292
41868.77681,.00000,1478
41870.03081,.00000,1633
41871.40281,8.62745,1693
41872.67181,10.58824,989
41873.89881,10.98039,1175
41875.17481,10.98039,1264
41876.43181,9.01961,1391
41877.69281,9.41176,1492
41878.98381,5.09804,1547
41880.30181,5.09804,1473
41881.55581,7.45098,1220
41882.84481,10.19608,809
41884.08081,14.11765,767
41885.39081,.00000,755
41886.67881,3.13725,719
41887.96981,5.88235,685
41889.27981,6.27451,682
41890.53981,7.45098,649
41891.77481,9.80392,609
41893.04781,8.23529,612
41894.33381,5.49020,638
41895.71781,.00000,614
41897.03081,.00000,680
41898.37481,.00000,1422
41899.66581,.00000,1686
41900.95981,.00000,1723
41902.24281,.00000,1770
41903.50781,.00000,1831
41904.88881,.00000,1820
41906.21281,.00000,1708
41907.51081,.00000,1557
41908.86481,.00000,1538
41910.23281,.00000,1557
41911.57481,7.84314,1649
41912.92781,9.01961,1737
41914.35781,11.76471,1400
41915.66681,15.68627,1343
41916.95081,13.72549,1339
41918.26081,14.90196,1342
41919.51681,12.94118,1317
41920.85581,8.62745,1306
41922.06881,7.45098,1283
41923.33781,7.45098,1259
41924.65881,8.23529,1243
41925.90581,10.98039,1230
41927.20181,13.72549,1220
41928.52781,11.76471,1227
41929.77781,12.94118,1236
41931.15381,16.86275,1262
41932.45681,20.39216,1287
41933.81581,21.17647,1307
41935.10081,22.35294,1316
41936.34781,22.35294,1323
41937.64281,22.35294,1323
41938.92981,22.35294,1318
41940.15681,22.35294,1298
41941.46381,22.35294,1271
41942.75881,22.35294,1260
41944.10781,21.56863,1263
41945.42881,18.43137,1265
41946.84281,8.62745,1271
41948.17481,7.05882,1265
41949.57081,4.70588,1265
41950.86281,4.31373,1266
41952.23581,4.31373,1259
41953.52081,4.31373,1270
41954.92981,4.31373,1261
41956.30981,8.62745,1254
41957.64381,9.01961,1262
41958.96081,9.41176,1271
41960.22681,9.41176,1297
41961.46981,9.41176,1326
41962.79081,9.41176,1350
41964.13681,9.80392,1322
41965.41881,9.80392,1319
41966.69381,9.80392,1315
41967.96981,9.80392,1315
41969.26081,8.62745,1315
41970.54881,10.19608,1318
41971.80481,10.98039,1321
41973.15881,10.98039,1315
41974.45481,10.19608,1293
41975.70181,5.49020,1275
41977.06181,.00000,1256
41978.33681,3.52941,1238
41979.61081,4.31373,1232
41980.96081,5.09804,1240
41982.30181,5.09804,1249
41983.63181,5.09804,1264
41984.86081,5.09804,1268
41986.21481,5.09804,1281
41987.57881,5.09804,1291
41988.86181,5.09804,1303
41990.23881,5.49020,1321
41991.59081,6.27451,1329
41992.95081,6.66667,1328
41994.20581,9.41176,1324
41995.49481,9.41176,1314
41996.76381,9.41176,1298
41998.05781,9.41176,1278
41999.27781,9.41176,1268
42000.55281,9.41176,1269
42001.86081,9.41176,1286
42003.16881,9.41176,1298
42004.43381,9.41176,1299
42005.68181,9.41176,1289
42006.99081,9.01961,1296
42008.38781,9.01961,1303
42009.73681,9.01961,1311
42011.01681,9.41176,1311
42012.32181,9.80392,1305
42013.62281,9.80392,1300
42014.86481,9.01961,1295
42016.14781,5.49020,1281
42017.47581,3.92157,1281
42018.83881,3.13725,1292
42020.10881,3.13725,1306
42021.47581,3.52941,1315
42022.83681,4.70588,1309
42024.09081,5.88235,1294
42025.39781,7.45098,1275
42026.83881,9.80392,1259
42028.14681,10.58824,1254
42029.41981,10.98039,1226
42030.75681,10.98039,1198
42031.96981,10.98039,930
42033.30081,10.98039,791
42034.61881,6.27451,705
42035.85981,4.31373,642
42037.13681,.00000,617
42038.48481,.00000,1244
42039.84081,.00000,1513
42041.10881,.00000,1693
42042.40381,.00000,1796
42043.72081,.00000,1837
42045.02881,.00000,1862
42046.28481,.00000,1870
42047.54281,.00000,1763
42048.86881,.00000,1758
42050.12881,.00000,1768
42051.37981,5.88235,9970
42052.66881,9.80392,1721
42053.97481,12.54902,1630
42055.25381,14.11765,1519
42056.53181,14.90196,1484
42057.81381,14.90196,1560
42059.02581,18.03922,1575
42060.31881,13.72549,1488
42061.61681,13.72549,1279
42062.87781,13.72549,1274
42064.15281,13.72549,1277
42065.42481,13.33333,1302
42066.72881,10.98039,1346
42068.01281,9.41176,1410
42069.27581,8.23529,1499
42070.58181,9.01961,1509
42071.84781,9.80392,1480
42073.16081,8.62745,787
42074.53581,5.09804,684
42075.86881,5.09804,640
42077.15681,5.09804,660
42078.43981,5.49020,750
42079.73281,6.27451,1419
42081.02281,7.05882,1592
42082.33481,8.62745,1563
42083.64881,9.01961,1670
42084.88181,9.01961,1577
42086.19081,.00000,1493
42087.58581,.00000,1302
42088.88981,.00000,1209
42090.18081,.00000,813
42091.58181,.00000,779
42092.95381,7.84314,1115
42094.24581,10.19608,1090
42095.54681,9.41176,783
42096.91681,9.80392,714
42098.20781,9.80392,701
42099.43281,7.45098,707
42100.61081,5.88235,721
42101.90781,4.70588,876
42103.19781,.00000,1356
42104.48881,.00000,1522
42105.76881,1.96078,1631
42107.00981,1.96078,1669
42108.33681,.00000,1670
42109.62681,.00000,1681
42110.88381,.00000,1523
42112.20481,.00000,1464
42113.49481,.00000,1422
42114.77281,.00000,1390
42116.15281,5.49020,1281
42117.49481,8.62745,1331
42118.76581,10.98039,1358
42120.09381,12.15686,1448
42121.37181,12.15686,1465
42122.79981,12.15686,1527
42124.10381,10.19608,1614
42125.40481,7.84314,1623
42126.66781,7.45098,1607
42127.92481,7.05882,1360
42129.25981,5.09804,787
42130.51081,5.88235,706
42131.76881,6.27451,689
42133.05281,7.84314,697
42134.35781,8.23529,683
42135.75781,9.41176,666
42137.07681,10.58824,646
42138.39481,11.37255,594
42139.65281,11.37255,605
42140.99181,7.05882,1179
42142.27681,.00000,1798
42143.51681,.00000,1937
42144.80281,.00000,1956
42146.14081,.00000,1838
42147.48381,.00000,1489
42148.81581,.00000,742
42150.20981,.00000,611
42151.46481,.00000,632
42152.73681,.00000,645
42153.97881,5.49020,930
42155.25381,13.72549,1232
42156.53481,18.03922,984
42157.86281,18.82353,618
42159.12281,16.47059,621
42160.50681,9.80392,625
42161.86481,.00000,653
42163.19081,.00000,673
42164.49581,.00000,691
42165.79181,.00000,723
42167.20081,2.35294,705
